n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
1963-019,"#1963-019 (7/1/63) Mountains of food. Marissa invites us all over night, including Frank and Scott H. (neighbor's son?) and he messes up the couch. Dinner: mountains of food, then a show. Very tired. Sleep. Next morning: breakfast like dinner: mountains of food. But people scream as food is piled up: desserts, desserts, desserts. Father Andrew says: ""Yes, but I have never had a chicken dinner.""",emma.tsv,(7/1/63),0.21172163,-0.19445443,0.02933305,-0.1660003,3
1963-020,#1963-020 (7/3/63) With Frank in countryside near ocean. See noisy ships and airplanes: 2 harbors: There is San Diego and there is? (forgot name). I sit on shore and see all the ships and planes in the distance. Loud roar. Talk about doing research and work in Tilden's office.,emma.tsv,(7/3/63),0.27132326,-0.1816777,0.04367299,-0.23579888,3
1963-021,#1963-021 (7/25/63) Roxanne comes over and scrubs floors: Father Andrew calls. He is conducting some sort of poll. I sit downstairs on porch. I apologize then I sit down and don't fuss. (Although I joke about 'fussing'). Then Father Andrew asks questions: I ask him whether to accept position as nursery school director. I tell him of my work with Ted Filandrinos (youth director with whom I worked in fall) and also of desire to keep library open. He gives me a key ring with two keys: one small one on a string and a large metal key. I look at them carefully and am very pleased.,emma.tsv,(7/25/63),0.125875,-0.20910697,0.002351255,-0.04294596,3
1963-023,"#1963-023 (8/2/63) Father Andrew planning some research and wants to compare the German with Greek. I offer to translate into German. He says, slowly, ""If I need help with German I would have called you."" I apologize; he rides off on a bicycle. See a bicycle built for two with another person in flowing gowns.",emma.tsv,(8/2/63),0.15794411,-0.26566136,0.063109666,-0.18327175,3
1963-024,"#1963-024 (8/11/63) I am walking outside a building and patio. I see water oozing out through moss-covered rocks. See Father Andrew come out and I talk to him. I say something about building needs repair; he comes closer and takes me by the waist and we lie together on the green. He says: I didn't like the tone you used. Did you sign the complaint petition by the building committee?"" I say ""No, you know I didn't."" Then we lie in silence. Ecstasy. Then go to see Pope John and he invites Father Andrew whom I introduce! He lies on a rug and listens to music and Father Andrew is reading silently. Then he bows and kisses the Pope's ring and they begin a discussion. I leave.",emma.tsv,(8/11/63),0.077640116,-0.15823357,0.06334228,-0.18338175,3
1963-025,"#1963-025 (8/11/63) At Father Andrew's: Marissa there too. See a fat, sloppy woman. She does not want me to go to Church; I have to ask Father Andrew to take me, and my three children. At first he is annoyed, then he agrees and embraces me.",emma.tsv,(8/11/63),0.23652504,-0.15241654,0.28377965,-0.1388672,3
1963-027,"#1963-027 (8/27/63) Walk with a doctor who explains things to me and to the children. Very happy, then exciting ride in a barrel down a steep stream. Looked like a highway going down a mountainside. Very fast. Wonderful sensation! Something about ""Amos Kingsley"" not Kingsley Amos...",emma.tsv,(8/27/63),0.24358107,-0.120279536,0.08334866,-0.2768839,3
1963-028,#1963-028 (8/30/63) Riding a train to follow Reynaldo to nursery school with newborn baby on train. We meet Don Hogan and train becomes a roller coaster. When I arrive I have lost the baby. Happy and unhappy both. Then return home and there is Zena. Her present age. She is sitting on steps with Frank. Take care of Zena at a party. Mixed feelings remain.,emma.tsv,(8/30/63),0.18304613,-0.10184777,0.18467031,-0.15953867,3
1963-029,"#1963-029 (9/1/63) I see my woman analyst again and confess my ambivalence. I am on my knees; then rush back to explain another situation: of ambivalent beh., real catharsis and progress.",emma.tsv,(9/1/63),0.1419372,-0.23577195,0.14178361,-0.10358007,3
1963-030,"#1963-030 (9/4/63) I live next door to Father Andrew's house. See Maggie; she is trimming bushes and puts newspapers on the ground. Mr. Miller (church) and other old men come in to our house. They talk to the children and kiss our bird and other animal (a puppy?). Reynaldo asks, ""Why does he kiss the bird?"" I explain how wonderful all life is and that we should always be so thankful we should kiss all creatures.",emma.tsv,(9/4/63),0.22117075,-0.17841735,0.16759902,-0.24616718,3
1963-031,"#1963-031 (9/14/63) At table at the Camden's: I spill something liquid and try to blot it up with a small sponge or paper towel but it won't get blotted. I begin to laugh and cry and say, ""This reminds me of when I was a child and I never could do it right."" Father Andrew leans over gently and takes my hand and comforts me very much. He guides my hand as I clean it up.",emma.tsv,(9/14/63),0.14690837,-0.20367822,-0.051080998,-0.11577502,3
1963-032,"#1963-032 (9/15/63) I am in a cathedral standing near the Bishop's Chair. It is beautifully decorated. I bend deeply and reverently cross myself and say, ""Lord Jesus Christ, have mercy on us."" Then see a makeshift consecration in a play yard, using a lifesaver as a symbol.",emma.tsv,(9/15/63),0.13849793,-0.26356444,-0.13338338,-0.21948902,3
1963-033,"#1963-033 (10/16/63) Drive with Father Andrew and Marissa and parents, and our family. We talk about sultry summer. We stop at a liquor store. The city looks like Vienna. I take out Zena in her stroller. We walk out and along a path. Wonder what parishioner will think? Then go up and down stairs. I balance books and baby. I laugh as I have trouble balancing: ""With my first you know what would have fallen: not the books."" I tell him of Wendy writing three poems. I ask if they could not all get together for games.",emma.tsv,(10/16/63),0.12859441,-0.124597564,0.15842465,-0.12621501,3
1963-034,"#1963-034 (10/24/63) In Vienna: city being renovated: plaster over metal fronts. I see towers of churches and one tower with a rooster against a blue sky. I go into a store: elevator: I punch the buttons and call on a telephone: man from different country (Iraq?) tells me he loves me. I return and say goodbye to him. Then ride to the mountains and down into the valley. Lots of traffic. Back in the city I go to an Orthodox Church and take communion. I look for Frank. I see him in another service; later on he is on a bus, reading to a girl, after taking Communion. His eyes sparkle but he is a bit embarrassed, also worried as to where I had been. Continue riding the bus...",emma.tsv,(10/24/63),0.017661769,-0.045582563,0.025884716,-0.27965957,3
1963-035,"#1963-035 (11/2/63) Marissa Camden calls me to say she is adopting the ""Wright"" children. I say I will help her with Marsh.",emma.tsv,(11/2/63),0.30684787,-0.14787723,0.25175664,0.029343817,3
1963-036,"#1963-036 (11/22/63) I am buying a car: red/white, like the one from Connie Goldman (acquaintance)... I buy it impulsively. Frank brings the new German car home. It has room for a typewriter and paper, etc.",emma.tsv,(11/22/63),0.11833716,-0.32269573,-0.021064492,-0.16324513,3
1963-037,"#1963-037 (12/14/63) At Christmas dinner: elaborate costume and food. Lots of people and Jonathan (friend of family). I see we have the same red cross-stitch blouse... but sad because no one bought John a present because he is poor. In Church: early, getting ready for Sunday evening service. Reynaldo runs around, friendly feeling, happy.",emma.tsv,(12/14/63),0.19079292,-0.35184178,0.005281472,-0.15518743,3
1963-038,"#1963-038 (12/14/63) Late for Church: upstairs in a loft, hear bell of consecration and pray for forgiveness. There are some birds caught in a ""fuse box."" Father Andrew comes up from the altar in his robes and frees the trapped bird. He is very patient and gentle; I have to hold another struggling bird. Then go down to Church and arrive in time for kneeling at special service: dialogue in German. Bishops are there baptizing Father Andrew with clear water in front of whole congregation; I hear words clearly spoken in German and I comment that Father Andrew has such a good German accent. I see him leave by special exit then see children, Wendy and Nevena playing...",emma.tsv,(12/14/63),0.103032514,-0.20164654,0.05645952,-0.30966753,3
1963-039,"#1963-039 (12/15/63) Marissa Camden and Nevena (her daughter). I give Nevena a piano lesson. I talk to her, sitting on a piano bench. Then Marissa comes home from shopping. She is cold, not too interested. Does not talk much with us. Flight on plane over a river and city seeing beautiful red sunset.",emma.tsv,(12/15/63),0.35430706,-0.10538559,0.2692213,0.02095624,3
1964-001,"#1964-001 (1/10/64) We live across from Camdens and as I get up I look across and see kids running by. Marissa wearing a headdress carried milk and Father Andrew helps a dishwasher place some boxes of dishes on the floor: see a cut-glass tray and dish that was a present during the war. Paul Camden (Father Andrew's son) complains about their showing too much interest in him. ""Where does the shoe fit?"" he asks. ""Where does it fit perfectly?""",emma.tsv,(1/10/64),0.30546373,-0.23128039,0.16975686,-0.12224251,3
1964-002,"#1964-002 (2/7/64) Big holiday at Church: a gallery for visitors and many children, including ours, crawling around on the grass. I am concerned about glasses (drinking glasses?) and gather them up; first I sit with Frank and look down on the ceremony. Then go down and discuss with Father Andrew and others why so few people come. Many reasons: it is the first of the month, difficult time of day, etc. I realize I forgot to take communion, but do not feel guilty.",emma.tsv,(2/7/64),0.05280708,-0.29000258,-0.16024283,-0.17083506,3
1964-004,#1964-004 (4/5/64) Father Andrew has a heart attack. He falls dead. He lies on his bier; we bow before him. Then he gets up and is resurrected. We are joyful.,emma.tsv,(4/5/64),0.24018505,-0.11325212,0.2494904,-0.2929872,3
1964-005,"#1964-005 (4/7/64) I wait up in my house for Father Andrew, Marissa and Nevena (their daughter) to come over; they do not come, but lots of other people do; much confusion and children. In a new house, big room with blue drapes and couches. Outside there is snow. Father Andrew comes in, uninvited and he eats dinner with us. He admires a painting on the wall, of my cooking sukiyaki. It is like a dream. He is very friendly and jovial. I hold out butter for his slice of bread. Bright warm sunshine. Warm good feeling. Like a light turned on. Love.",emma.tsv,(4/7/64),0.1070151,-0.053256065,0.15766186,-0.1929061,3
1964-006,"#1964-006 (4/29/64) I see Father Andrew after the Church service, very tired looking, carrying a heavy bucket with ashes going down to the basement. I offer to help him and carry them down. Later I help him in the library upstairs. While Frank plays with the children, Father Andrew changed into a black tunic. Very friendly. We walk arm in arm down the corridor.",emma.tsv,(4/29/64),0.21968324,-0.15480292,0.10509322,-0.21627319,3
1964-007,#1964-007 (5/1/64) House on FIRE. I look down from porch and see Frank putting out the flames.,emma.tsv,(5/1/64),0.28103253,-0.10485318,0.12153089,-0.2714813,3
1964-008,"#1964-008 (5/64) Fragment: Father Andrew's chair = throne; on each side three empty chairs. Father Andrew in a room; see sketch; with a poster of ""La Belle France"" on wall; bed on rug, oriental. I say, ""I came without anything."" Then Father Andrew will talk to me.",emma.tsv,(5/64),0.16487023,-0.24693161,0.08809099,-0.23950838,3
1964-009,"#1964-009 (5/18/64) Egon Brunswick (psych. teacher from B. City in '50s). I introduce my children to him. He is in an office with filing cabinets and many folders. Zena, age 10, beautiful; Wendy, in the distance, age 12-13, riding a bicycle with high handlebars; Wally (age 9) in a gray suit, he says ""hello""; and Reynaldo (age 4) in distance, crying... (Actual ages of children in 1964: M 2 years; R 6 years; W 9 years; A 12 years.)",emma.tsv,(5/18/64),0.2464871,-0.12560698,0.18091036,0.07975351,3
